date,employee_name,station_id,shift_start,shift_end,holiday_date,weather,ridership
23/03/2024,Steven Clark,STN05,6:00,14:00,,Rain,11500
23/03/2024,Francis Cruz,STN02,14:00,22:00,,Cloudy,6700
24/03/2024,Henry Brooks,STN01,6:00,14:00,,Clear,9000
24/03/2024,Sarah Walker,STN03,14:00,22:00,,Cloudy,7500
24/03/2024,Allan Mendoza,STN04,22:00,6:00,,Rain,7800
24/03/2024,Joshua King,STN05,6:00,14:00,,Clear,10800
24/03/2024,Kimberly Evans,STN02,14:00,22:00,,Rain,6900
25/03/2024,David Harris,STN01,6:00,14:00,,Clear,8800
25/03/2024,Rowena Santos,STN03,14:00,22:00,,Rain,7700
25/03/2024,Jason Wright,STN04,22:00,6:00,,Cloudy,7100
25/03/2024,Angela Torres,STN05,6:00,14:00,,Rain,11500
25/03/2024,Steven Clark,STN02,14:00,22:00,,Clear,6900
01/04/2024,Juan Dela Cruz,STN01,6:00,14:00,,Clear,9100
01/04/2024,Emily Brown,STN03,14:00,22:00,,Cloudy,7600
01/04/2024,Mark Reyes,STN02,22:00,6:00,,Rain,6900
01/04/2024,John Smith,STN05,6:00,14:00,,Rain,11800
01/04/2024,Ana Santos,STN04,14:00,22:00,,Clear,7200
02/04/2024,Maria Lopez,STN01,6:00,14:00,,Clear,9000
02/04/2024,Robert Johnson,STN02,14:00,22:00,,Cloudy,6800
02/04/2024,Paolo Chua,STN03,22:00,6:00,,Rain,7700
02/04/2024,Jessica Miller,STN04,6:00,14:00,,Clear,7100
02/04/2024,Carlos Lim,STN05,14:00,22:00,,Rain,11500
03/04/2024,Lea Ramos,STN02,6:00,14:00,,Cloudy,6500
03/04/2024,Daniel Carter,STN01,14:00,22:00,,Clear,9200
03/04/2024,Jose Tan,STN03,22:00,6:00,,Rain,7800
03/04/2024,Michael Davis,STN05,6:00,14:00,,Clear,11000
03/04/2024,Grace Villanueva,STN04,14:00,22:00,,Cloudy,7200
04/04/2024,Kevin Wilson,STN01,6:00,14:00,,Clear,8900
04/04/2024,Patricia Gomez,STN02,14:00,22:00,,Rain,6700
04/04/2024,Andrew Lee,STN03,22:00,6:00,,Cloudy,7600
04/04/2024,Michelle Young,STN04,6:00,14:00,,Clear,7200
04/04/2024,Francis Cruz,STN05,14:00,22:00,,Rain,11600
05/04/2024,Steven Clark,STN02,6:00,14:00,,Rain,6600
05/04/2024,Angela Torres,STN01,14:00,22:00,,Clear,9300
05/04/2024,Jason Wright,STN03,22:00,6:00,,Cloudy,7400
05/04/2024,Rowena Santos,STN04,6:00,14:00,,Clear,7100
05/04/2024,David Harris,STN05,14:00,22:00,,Rain,11800
06/04/2024,Kimberly Evans,STN01,6:00,14:00,,Cloudy,8700
06/04/2024,Joshua King,STN02,14:00,22:00,,Clear,7000
06/04/2024,Allan Mendoza,STN03,22:00,6:00,,Rain,7600
06/04/2024,Sarah Walker,STN04,6:00,14:00,,Clear,7200
06/04/2024,Henry Brooks,STN05,14:00,22:00,,Storm,12100
07/04/2024,Christine Flores,STN02,6:00,14:00,,Clear,6900
07/04/2024,Thomas Baker,STN01,14:00,22:00,,Cloudy,9100
07/04/2024,Erika Ramos,STN03,22:00,6:00,,Rain,7800
07/04/2024,George Parker,STN04,6:00,14:00,,Clear,7300
07/04/2024,Marvin Cruz,STN05,14:00,22:00,,Rain,11900
08/04/2024,Olivia Carter,STN01,6:00,14:00,,Clear,8800
08/04/2024,Patrick Hill,STN02,14:00,22:00,,Cloudy,6700
08/04/2024,Janine Uy,STN03,22:00,6:00,,Rain,7600
08/04/2024,Edward Scott,STN04,6:00,14:00,,Clear,7200
08/04/2024,Sharon Lim,STN05,14:00,22:00,,Rain,11300
09/04/2024,Victor Reyes,STN02,6:00,14:00,,Cloudy,6500
09/04/2024,Isabella Moore,STN01,14:00,22:00,,Clear,9000
09/04/2024,Noel Garcia,STN03,22:00,6:00,,Rain,7700
09/04/2024,Anthony Perez,STN04,6:00,14:00,,Clear,7100
09/04/2024,Rebecca Adams,STN05,14:00,22:00,,Storm,12100
10/04/2024,Samuel Torres,STN01,6:00,14:00,,Clear,8900
10/04/2024,Julia White,STN02,14:00,22:00,,Cloudy,6800
10/04/2024,Christian Ong,STN03,22:00,6:00,,Rain,7600
10/04/2024,Laura Green,STN04,6:00,14:00,,Clear,7200
10/04/2024,Jerome Santos,STN05,14:00,22:00,,Rain,11500
11/04/2024,Daniel Cruz,STN03,22:00,6:00,,Rain,7700
11/04/2024,Emily Johnson,STN01,6:00,14:00,,Clear,8900
11/04/2024,Patrick Reyes,STN04,14:00,22:00,,Cloudy,7200
11/04/2024,Michael Smith,STN05,14:00,22:00,,Rain,11600
11/04/2024,Rowena Lim,STN02,6:00,14:00,,Cloudy,6600
12/04/2024,George Brown,STN01,14:00,22:00,,Clear,9000
12/04/2024,Janice Uy,STN03,22:00,6:00,,Rain,7800
12/04/2024,Anthony Cruz,STN04,6:00,14:00,,Clear,7200
12/04/2024,Michelle Parker,STN05,14:00,22:00,,Storm,12200
12/04/2024,Victor Santos,STN02,6:00,14:00,,Cloudy,6500
13/04/2024,Isabella Torres,STN01,6:00,14:00,,Clear,8800
13/04/2024,Noel Garcia,STN03,14:00,22:00,,Rain,7700
13/04/2024,Edward Green,STN04,22:00,6:00,,Cloudy,7100
13/04/2024,Sharon Miller,STN05,6:00,14:00,,Rain,11500
13/04/2024,Jerome Tan,STN02,14:00,22:00,,Clear,6900
14/04/2024,Laura Davis,STN01,6:00,14:00,,Clear,9000
14/04/2024,Christian Ong,STN03,14:00,22:00,,Cloudy,7500
14/04/2024,Julia White,STN04,22:00,6:00,,Rain,7800
14/04/2024,Samuel Torres,STN05,6:00,14:00,,Clear,10800
14/04/2024,Rebecca Adams,STN02,14:00,22:00,,Rain,6800
15/04/2024,Anthony Perez,STN01,6:00,14:00,,Clear,9100
15/04/2024,Grace Villanueva,STN03,14:00,22:00,,Cloudy,7400
15/04/2024,Michael Davis,STN04,22:00,6:00,,Rain,7700
15/04/2024,Christine Flores,STN05,6:00,14:00,,Clear,10900
15/04/2024,Thomas Baker,STN02,14:00,22:00,,Cloudy,6700
16/04/2024,Erika Ramos,STN01,6:00,14:00,,Clear,8800
16/04/2024,George Parker,STN03,14:00,22:00,,Rain,7600
16/04/2024,Marvin Cruz,STN04,22:00,6:00,,Storm,12000
16/04/2024,Olivia Carter,STN05,6:00,14:00,,Clear,11200
16/04/2024,Patrick Hill,STN02,14:00,22:00,,Cloudy,6900
17/04/2024,Janine Uy,STN01,6:00,14:00,,Clear,9000
17/04/2024,Edward Scott,STN03,14:00,22:00,,Cloudy,7500
17/04/2024,Sharon Lim,STN04,22:00,6:00,,Rain,7800
17/04/2024,Victor Reyes,STN05,6:00,14:00,,Rain,11800
17/04/2024,Isabella Moore,STN02,14:00,22:00,,Clear,7000
18/04/2024,Noel Garcia,STN01,6:00,14:00,,Cloudy,8700
18/04/2024,Anthony Perez,STN03,14:00,22:00,,Rain,7600
18/04/2024,Rebecca Adams,STN04,22:00,6:00,,Clear,7200
18/04/2024,Samuel Torres,STN05,6:00,14:00,,Rain,11500
18/04/2024,Julia White,STN02,14:00,22:00,,Cloudy,6800
19/04/2024,Christian Ong,STN01,6:00,14:00,,Clear,8900
19/04/2024,Laura Green,STN03,14:00,22:00,,Cloudy,7500
19/04/2024,Jerome Santos,STN04,22:00,6:00,,Rain,7700
19/04/2024,Michelle Young,STN05,6:00,14:00,,Clear,10800
19/04/2024,Andrew Lee,STN02,14:00,22:00,,Rain,6900
20/04/2024,Patricia Gomez,STN01,6:00,14:00,,Clear,9000
20/04/2024,Kevin Wilson,STN03,14:00,22:00,,Cloudy,7600
20/04/2024,Grace Villanueva,STN04,22:00,6:00,,Rain,7800
20/04/2024,Michael Davis,STN05,6:00,14:00,,Storm,12100
20/04/2024,Daniel Carter,STN02,14:00,22:00,,Clear,7000
21/04/2024,Lea Ramos,STN01,6:00,14:00,,Clear,8800
21/04/2024,Jose Tan,STN03,14:00,22:00,,Rain,7700
21/04/2024,Emily Brown,STN04,22:00,6:00,,Cloudy,7100
21/04/2024,Juan Dela Cruz,STN05,6:00,14:00,,Rain,11500
21/04/2024,Ana Santos,STN02,14:00,22:00,,Clear,6900
22/04/2024,Mark Reyes,STN01,6:00,14:00,,Clear,9000
22/04/2024,John Smith,STN03,14:00,22:00,,Cloudy,7500
22/04/2024,Paolo Chua,STN04,22:00,6:00,,Rain,7800
22/04/2024,Jessica Miller,STN05,6:00,14:00,,Clear,10800
22/04/2024,Carlos Lim,STN02,14:00,22:00,,Rain,6800
23/04/2024,Robert Johnson,STN01,6:00,14:00,,Cloudy,8700
23/04/2024,Maria Lopez,STN03,14:00,22:00,,Rain,7600
23/04/2024,Angela Torres,STN04,22:00,6:00,,Clear,7200
23/04/2024,Steven Clark,STN05,6:00,14:00,,Rain,11500
23/04/2024,Francis Cruz,STN02,14:00,22:00,,Cloudy,6700
24/04/2024,Henry Brooks,STN01,6:00,14:00,,Clear,9000
24/04/2024,Sarah Walker,STN03,14:00,22:00,,Cloudy,7500
24/04/2024,Allan Mendoza,STN04,22:00,6:00,,Rain,7800
24/04/2024,Joshua King,STN05,6:00,14:00,,Clear,10800
24/04/2024,Kimberly Evans,STN02,14:00,22:00,,Rain,6900
25/04/2024,David Harris,STN01,6:00,14:00,,Clear,8800
25/04/2024,Rowena Santos,STN03,14:00,22:00,,Rain,7700
25/04/2024,Jason Wright,STN04,22:00,6:00,,Cloudy,7100
25/04/2024,Angela Torres,STN05,6:00,14:00,,Rain,11500
25/04/2024,Steven Clark,STN02,14:00,22:00,,Clear,6900
01/05/2024,Juan Dela Cruz,STN01,6:00,14:00,01/05/2024,Clear,9200
01/05/2024,Emily Brown,STN03,14:00,22:00,01/05/2024,Cloudy,7600
01/05/2024,Mark Reyes,STN02,22:00,6:00,01/05/2024,Rain,6900
01/05/2024,John Smith,STN05,6:00,14:00,01/05/2024,Rain,11800
01/05/2024,Ana Santos,STN04,14:00,22:00,01/05/2024,Clear,7200
02/05/2024,Maria Lopez,STN01,6:00,14:00,,Clear,9000
02/05/2024,Robert Johnson,STN02,14:00,22:00,,Cloudy,6800
02/05/2024,Paolo Chua,STN03,22:00,6:00,,Rain,7700
02/05/2024,Jessica Miller,STN04,6:00,14:00,,Clear,7100
02/05/2024,Carlos Lim,STN05,14:00,22:00,,Rain,11500
03/05/2024,Lea Ramos,STN02,6:00,14:00,,Cloudy,6500
03/05/2024,Daniel Carter,STN01,14:00,22:00,,Clear,9200
03/05/2024,Jose Tan,STN03,22:00,6:00,,Rain,7800
03/05/2024,Michael Davis,STN05,6:00,14:00,,Clear,11000
03/05/2024,Grace Villanueva,STN04,14:00,22:00,,Cloudy,7200
04/05/2024,Kevin Wilson,STN01,6:00,14:00,,Clear,8900
04/05/2024,Patricia Gomez,STN02,14:00,22:00,,Rain,6700
04/05/2024,Andrew Lee,STN03,22:00,6:00,,Cloudy,7600
04/05/2024,Michelle Young,STN04,6:00,14:00,,Clear,7200
04/05/2024,Francis Cruz,STN05,14:00,22:00,,Rain,11600
05/05/2024,Steven Clark,STN02,6:00,14:00,,Rain,6600
05/05/2024,Angela Torres,STN01,14:00,22:00,,Clear,9300
05/05/2024,Jason Wright,STN03,22:00,6:00,,Cloudy,7400
05/05/2024,Rowena Santos,STN04,6:00,14:00,,Clear,7100
05/05/2024,David Harris,STN05,14:00,22:00,,Rain,11800
06/05/2024,Kimberly Evans,STN01,6:00,14:00,,Cloudy,8700
06/05/2024,Joshua King,STN02,14:00,22:00,,Clear,7000
06/05/2024,Allan Mendoza,STN03,22:00,6:00,,Rain,7600
06/05/2024,Sarah Walker,STN04,6:00,14:00,,Clear,7200
06/05/2024,Henry Brooks,STN05,14:00,22:00,,Storm,12100
07/05/2024,Christine Flores,STN02,6:00,14:00,,Clear,6900
07/05/2024,Thomas Baker,STN01,14:00,22:00,,Cloudy,9100
07/05/2024,Erika Ramos,STN03,22:00,6:00,,Rain,7800
07/05/2024,George Parker,STN04,6:00,14:00,,Clear,7300
07/05/2024,Marvin Cruz,STN05,14:00,22:00,,Rain,11900
08/05/2024,Olivia Carter,STN01,6:00,14:00,,Clear,8800
08/05/2024,Patrick Hill,STN02,14:00,22:00,,Cloudy,6700
08/05/2024,Janine Uy,STN03,22:00,6:00,,Rain,7600
08/05/2024,Edward Scott,STN04,6:00,14:00,,Clear,7200
08/05/2024,Sharon Lim,STN05,14:00,22:00,,Rain,11300
09/05/2024,Victor Reyes,STN02,6:00,14:00,,Cloudy,6500
09/05/2024,Isabella Moore,STN01,14:00,22:00,,Clear,9000
09/05/2024,Noel Garcia,STN03,22:00,6:00,,Rain,7700
09/05/2024,Anthony Perez,STN04,6:00,14:00,,Clear,7100
09/05/2024,Rebecca Adams,STN05,14:00,22:00,,Storm,12100
10/05/2024,Samuel Torres,STN01,6:00,14:00,,Clear,8900
10/05/2024,Julia White,STN02,14:00,22:00,,Cloudy,6800
10/05/2024,Christian Ong,STN03,22:00,6:00,,Rain,7600
10/05/2024,Laura Green,STN04,6:00,14:00,,Clear,7200
10/05/2024,Jerome Santos,STN05,14:00,22:00,,Rain,11500
11/05/2024,Daniel Cruz,STN03,22:00,6:00,,Rain,7700
11/05/2024,Emily Johnson,STN01,6:00,14:00,,Clear,8900
11/05/2024,Patrick Reyes,STN04,14:00,22:00,,Cloudy,7200
11/05/2024,Michael Smith,STN05,14:00,22:00,,Rain,11600
11/05/2024,Rowena Lim,STN02,6:00,14:00,,Cloudy,6600
12/05/2024,George Brown,STN01,14:00,22:00,,Clear,9000
12/05/2024,Janice Uy,STN03,22:00,6:00,,Rain,7800
12/05/2024,Anthony Cruz,STN04,6:00,14:00,,Clear,7200
12/05/2024,Michelle Parker,STN05,14:00,22:00,,Storm,12200
12/05/2024,Victor Santos,STN02,6:00,14:00,,Cloudy,6500
13/05/2024,Isabella Torres,STN01,6:00,14:00,,Clear,8800
13/05/2024,Noel Garcia,STN03,14:00,22:00,,Rain,7700
13/05/2024,Edward Green,STN04,22:00,6:00,,Cloudy,7100
13/05/2024,Sharon Miller,STN05,6:00,14:00,,Rain,11500
13/05/2024,Jerome Tan,STN02,14:00,22:00,,Clear,6900
14/05/2024,Laura Davis,STN01,6:00,14:00,,Clear,9000
14/05/2024,Christian Ong,STN03,14:00,22:00,,Cloudy,7500
14/05/2024,Julia White,STN04,22:00,6:00,,Rain,7800
14/05/2024,Samuel Torres,STN05,6:00,14:00,,Clear,10800
14/05/2024,Rebecca Adams,STN02,14:00,22:00,,Rain,6800
15/05/2024,Anthony Perez,STN01,6:00,14:00,,Clear,9100
15/05/2024,Grace Villanueva,STN03,14:00,22:00,,Cloudy,7400
15/05/2024,Michael Davis,STN04,22:00,6:00,,Rain,7700
15/05/2024,Christine Flores,STN05,6:00,14:00,,Clear,10900
15/05/2024,Thomas Baker,STN02,14:00,22:00,,Cloudy,6700
16/05/2024,Erika Ramos,STN01,6:00,14:00,,Clear,8800
16/05/2024,George Parker,STN03,14:00,22:00,,Rain,7600
16/05/2024,Marvin Cruz,STN04,22:00,6:00,,Storm,12000
16/05/2024,Olivia Carter,STN05,6:00,14:00,,Clear,11200
16/05/2024,Patrick Hill,STN02,14:00,22:00,,Cloudy,6900
17/05/2024,Janine Uy,STN01,6:00,14:00,,Clear,9000
17/05/2024,Edward Scott,STN03,14:00,22:00,,Cloudy,7500
17/05/2024,Sharon Lim,STN04,22:00,6:00,,Rain,7800
17/05/2024,Victor Reyes,STN05,6:00,14:00,,Rain,11800
17/05/2024,Isabella Moore,STN02,14:00,22:00,,Clear,7000
18/05/2024,Noel Garcia,STN03,14:00,22:00,,Rain,7700
18/05/2024,Anthony Perez,STN04,6:00,14:00,,Clear,7100
18/05/2024,Rebecca Adams,STN05,14:00,22:00,,Storm,12100
18/05/2024,Samuel Torres,STN01,6:00,14:00,,Clear,8900
18/05/2024,Julia White,STN02,14:00,22:00,,Cloudy,6800
19/05/2024,Christian Ong,STN03,22:00,6:00,,Rain,7600
19/05/2024,Laura Green,STN04,6:00,14:00,,Clear,7200
19/05/2024,Jerome Santos,STN05,14:00,22:00,,Rain,11500
19/05/2024,Daniel Cruz,STN01,6:00,14:00,,Clear,9000
19/05/2024,Emily Johnson,STN02,14:00,22:00,,Cloudy,6700
20/05/2024,Patrick Reyes,STN04,14:00,22:00,,Cloudy,7200
20/05/2024,Michael Smith,STN05,14:00,22:00,,Rain,11600
20/05/2024,Rowena Lim,STN02,6:00,14:00,,Cloudy,6600
20/05/2024,George Brown,STN01,14:00,22:00,,Clear,9000
20/05/2024,Janice Uy,STN03,22:00,6:00,,Rain,7800
21/05/2024,Anthony Cruz,STN04,6:00,14:00,,Clear,7200
21/05/2024,Michelle Parker,STN05,14:00,22:00,,Storm,12200
21/05/2024,Victor Santos,STN02,6:00,14:00,,Cloudy,6500
21/05/2024,Isabella Torres,STN01,6:00,14:00,,Clear,8800
21/05/2024,Noel Garcia,STN03,14:00,22:00,,Rain,7700
22/05/2024,Edward Green,STN04,22:00,6:00,,Cloudy,7100
22/05/2024,Sharon Miller,STN05,6:00,14:00,,Rain,11500
22/05/2024,Jerome Tan,STN02,14:00,22:00,,Clear,6900
22/05/2024,Laura Davis,STN01,6:00,14:00,,Clear,9000
22/05/2024,Christian Ong,STN03,14:00,22:00,,Cloudy,7500
23/05/2024,Julia White,STN04,22:00,6:00,,Rain,7800
23/05/2024,Samuel Torres,STN05,6:00,14:00,,Clear,10800
23/05/2024,Rebecca Adams,STN02,14:00,22:00,,Rain,6800
23/05/2024,Anthony Perez,STN01,6:00,14:00,,Clear,9100
23/05/2024,Grace Villanueva,STN03,14:00,22:00,,Cloudy,7400
24/05/2024,Michael Davis,STN04,22:00,6:00,,Rain,7700
24/05/2024,Christine Flores,STN05,6:00,14:00,,Clear,10900
24/05/2024,Thomas Baker,STN02,14:00,22:00,,Cloudy,6700
24/05/2024,Erika Ramos,STN01,6:00,14:00,,Clear,8800
24/05/2024,George Parker,STN03,14:00,22:00,,Rain,7600
25/05/2024,Marvin Cruz,STN04,22:00,6:00,,Storm,12000
25/05/2024,Olivia Carter,STN05,6:00,14:00,,Clear,11200
25/05/2024,Patrick Hill,STN02,14:00,22:00,,Cloudy,6900
25/05/2024,Janine Uy,STN01,6:00,14:00,,Clear,9000
25/05/2024,Edward Scott,STN03,14:00,22:00,,Cloudy,7500
26/05/2024,Sharon Lim,STN04,22:00,6:00,,Rain,7800
26/05/2024,Victor Reyes,STN05,6:00,14:00,,Rain,11800
26/05/2024,Isabella Moore,STN02,14:00,22:00,,Clear,7000
26/05/2024,Noel Garcia,STN01,6:00,14:00,,Cloudy,8700
26/05/2024,Anthony Perez,STN03,14:00,22:00,,Rain,7600
27/05/2024,Rebecca Adams,STN04,22:00,6:00,,Clear,7200
27/05/2024,Samuel Torres,STN05,6:00,14:00,,Rain,11500
27/05/2024,Julia White,STN02,14:00,22:00,,Cloudy,6800
27/05/2024,Christian Ong,STN01,6:00,14:00,,Clear,8900
27/05/2024,Laura Green,STN03,14:00,22:00,,Cloudy,7500
28/05/2024,Jerome Santos,STN04,22:00,6:00,,Rain,7700
28/05/2024,Michelle Young,STN05,6:00,14:00,,Clear,10800
28/05/2024,Andrew Lee,STN02,14:00,22:00,,Rain,6900
28/05/2024,Patricia Gomez,STN01,6:00,14:00,,Clear,9000
28/05/2024,Kevin Wilson,STN03,14:00,22:00,,Cloudy,7600
29/05/2024,Grace Villanueva,STN04,22:00,6:00,,Rain,7800
29/05/2024,Michael Davis,STN05,6:00,14:00,,Storm,12100
29/05/2024,Daniel Carter,STN02,14:00,22:00,,Clear,7000
29/05/2024,Lea Ramos,STN01,6:00,14:00,,Clear,8800
29/05/2024,Jose Tan,STN03,14:00,22:00,,Rain,7700
30/05/2024,Emily Brown,STN04,22:00,6:00,,Cloudy,7100
30/05/2024,Juan Dela Cruz,STN05,6:00,14:00,,Rain,11500
30/05/2024,Ana Santos,STN02,14:00,22:00,,Clear,6900
30/05/2024,Mark Reyes,STN01,6:00,14:00,,Clear,9000
30/05/2024,John Smith,STN03,14:00,22:00,,Cloudy,7500
31/05/2024,Paolo Chua,STN04,22:00,6:00,,Rain,7800
31/05/2024,Jessica Miller,STN05,6:00,14:00,,Clear,10800
31/05/2024,Carlos Lim,STN02,14:00,22:00,,Rain,6800
31/05/2024,Robert Johnson,STN01,6:00,14:00,,Cloudy,8700
31/05/2024,Maria Lopez,STN03,14:00,22:00,,Rain,7600
01/06/2024,Juan Dela Cruz,STN01,6:00,14:00,,Clear,9200
01/06/2024,Emily Brown,STN03,14:00,22:00,,Cloudy,7600
01/06/2024,Mark Reyes,STN02,22:00,6:00,,Rain,6900
01/06/2024,John Smith,STN05,6:00,14:00,,Rain,11800
01/06/2024,Ana Santos,STN04,14:00,22:00,,Clear,7200
02/06/2024,Maria Lopez,STN01,6:00,14:00,,Clear,9000
02/06/2024,Robert Johnson,STN02,14:00,22:00,,Cloudy,6800
02/06/2024,Paolo Chua,STN03,22:00,6:00,,Rain,7700
02/06/2024,Jessica Miller,STN04,6:00,14:00,,Clear,7100
02/06/2024,Carlos Lim,STN05,14:00,22:00,,Rain,11500
03/06/2024,Lea Ramos,STN02,6:00,14:00,,Cloudy,6500
03/06/2024,Daniel Carter,STN01,14:00,22:00,,Clear,9200
03/06/2024,Jose Tan,STN03,22:00,6:00,,Rain,7800
03/06/2024,Michael Davis,STN05,6:00,14:00,,Clear,11000
03/06/2024,Grace Villanueva,STN04,14:00,22:00,,Cloudy,7200
04/06/2024,Kevin Wilson,STN01,6:00,14:00,,Clear,8900
04/06/2024,Patricia Gomez,STN02,14:00,22:00,,Rain,6700
04/06/2024,Andrew Lee,STN03,22:00,6:00,,Cloudy,7600
04/06/2024,Michelle Young,STN04,6:00,14:00,,Clear,7200
04/06/2024,Francis Cruz,STN05,14:00,22:00,,Rain,11600
05/06/2024,Steven Clark,STN02,6:00,14:00,,Rain,6600
05/06/2024,Angela Torres,STN01,14:00,22:00,,Clear,9300
05/06/2024,Jason Wright,STN03,22:00,6:00,,Cloudy,7400
05/06/2024,Rowena Santos,STN04,6:00,14:00,,Clear,7100
05/06/2024,David Harris,STN05,14:00,22:00,,Rain,11800
06/06/2024,Kimberly Evans,STN01,6:00,14:00,,Cloudy,8700
06/06/2024,Joshua King,STN02,14:00,22:00,,Clear,7000
06/06/2024,Allan Mendoza,STN03,22:00,6:00,,Rain,7600
06/06/2024,Sarah Walker,STN04,6:00,14:00,,Clear,7200
06/06/2024,Henry Brooks,STN05,14:00,22:00,,Storm,12100
07/06/2024,Christine Flores,STN02,6:00,14:00,,Clear,6900
07/06/2024,Thomas Baker,STN01,14:00,22:00,,Cloudy,9100
07/06/2024,Erika Ramos,STN03,22:00,6:00,,Rain,7800
07/06/2024,George Parker,STN04,6:00,14:00,,Clear,7300
07/06/2024,Marvin Cruz,STN05,14:00,22:00,,Rain,11900
08/06/2024,Olivia Carter,STN01,6:00,14:00,,Clear,8800
08/06/2024,Patrick Hill,STN02,14:00,22:00,,Cloudy,6700
08/06/2024,Janine Uy,STN03,22:00,6:00,,Rain,7600
08/06/2024,Edward Scott,STN04,6:00,14:00,,Clear,7200
08/06/2024,Sharon Lim,STN05,14:00,22:00,,Rain,11300
09/06/2024,Victor Reyes,STN02,6:00,14:00,,Cloudy,6500
09/06/2024,Isabella Moore,STN01,14:00,22:00,,Clear,9000
09/06/2024,Noel Garcia,STN03,22:00,6:00,,Rain,7700
09/06/2024,Anthony Perez,STN04,6:00,14:00,,Clear,7100
09/06/2024,Rebecca Adams,STN05,14:00,22:00,,Storm,12100
10/06/2024,Samuel Torres,STN01,6:00,14:00,,Clear,8900
10/06/2024,Julia White,STN02,14:00,22:00,,Cloudy,6800
10/06/2024,Christian Ong,STN03,22:00,6:00,,Rain,7600
10/06/2024,Laura Green,STN04,6:00,14:00,,Clear,7200
10/06/2024,Jerome Santos,STN05,14:00,22:00,,Rain,11500
11/06/2024,Daniel Cruz,STN03,22:00,6:00,,Rain,7700
11/06/2024,Emily Johnson,STN01,6:00,14:00,,Clear,8900
11/06/2024,Patrick Reyes,STN04,14:00,22:00,,Cloudy,7200
11/06/2024,Michael Smith,STN05,14:00,22:00,,Rain,11600
11/06/2024,Rowena Lim,STN02,6:00,14:00,,Cloudy,6600
12/06/2024,George Brown,STN01,14:00,22:00,12/06/2024,Clear,9000
12/06/2024,Janice Uy,STN03,22:00,6:00,12/06/2024,Rain,7800
12/06/2024,Anthony Cruz,STN04,6:00,14:00,12/06/2024,Clear,7200
12/06/2024,Michelle Parker,STN05,14:00,22:00,12/06/2024,Storm,12200
12/06/2024,Victor Santos,STN02,6:00,14:00,12/06/2024,Cloudy,6500
13/06/2024,Isabella Torres,STN01,6:00,14:00,,Clear,8800
13/06/2024,Noel Garcia,STN03,14:00,22:00,,Rain,7700
13/06/2024,Edward Green,STN04,22:00,6:00,,Cloudy,7100
13/06/2024,Sharon Miller,STN05,6:00,14:00,,Rain,11500
13/06/2024,Jerome Tan,STN02,14:00,22:00,,Clear,6900
14/06/2024,Laura Davis,STN01,6:00,14:00,,Clear,9000
14/06/2024,Christian Ong,STN03,14:00,22:00,,Cloudy,7500
14/06/2024,Julia White,STN04,22:00,6:00,,Rain,7800
14/06/2024,Samuel Torres,STN05,6:00,14:00,,Clear,10800
14/06/2024,Rebecca Adams,STN02,14:00,22:00,,Rain,6800
15/06/2024,Anthony Perez,STN01,6:00,14:00,,Clear,9100
15/06/2024,Grace Villanueva,STN03,14:00,22:00,,Cloudy,7400
15/06/2024,Michael Davis,STN04,22:00,6:00,,Rain,7700
15/06/2024,Christine Flores,STN05,6:00,14:00,,Clear,10900
15/06/2024,Thomas Baker,STN02,14:00,22:00,,Cloudy,6700
16/06/2024,Erika Ramos,STN01,6:00,14:00,,Clear,8800
16/06/2024,George Parker,STN03,14:00,22:00,,Rain,7600
16/06/2024,Marvin Cruz,STN04,22:00,6:00,,Storm,12000
16/06/2024,Olivia Carter,STN05,6:00,14:00,,Clear,11200
16/06/2024,Patrick Hill,STN02,14:00,22:00,,Cloudy,6900
17/06/2024,Janine Uy,STN01,6:00,14:00,,Clear,9000
17/06/2024,Edward Scott,STN03,14:00,22:00,,Cloudy,7500
17/06/2024,Sharon Lim,STN04,22:00,6:00,,Rain,7800
17/06/2024,Victor Reyes,STN05,6:00,14:00,,Rain,11800
17/06/2024,Isabella Moore,STN02,14:00,22:00,,Clear,7000
18/06/2024,Noel Garcia,STN01,6:00,14:00,,Cloudy,8700
18/06/2024,Anthony Perez,STN03,14:00,22:00,,Rain,7600
18/06/2024,Rebecca Adams,STN04,22:00,6:00,,Clear,7200
18/06/2024,Samuel Torres,STN05,6:00,14:00,,Rain,11500
18/06/2024,Julia White,STN02,14:00,22:00,,Cloudy,6800
19/06/2024,Christian Ong,STN01,6:00,14:00,,Clear,8900
19/06/2024,Laura Green,STN03,14:00,22:00,,Cloudy,7500
19/06/2024,Jerome Santos,STN04,22:00,6:00,,Rain,7700
19/06/2024,Michelle Young,STN05,6:00,14:00,,Clear,10800
19/06/2024,Andrew Lee,STN02,14:00,22:00,,Rain,6900
20/06/2024,Patricia Gomez,STN01,6:00,14:00,,Clear,9000
20/06/2024,Kevin Wilson,STN03,14:00,22:00,,Cloudy,7600
20/06/2024,Grace Villanueva,STN04,22:00,6:00,,Rain,7800
20/06/2024,Michael Davis,STN05,6:00,14:00,,Storm,12100
20/06/2024,Daniel Carter,STN02,14:00,22:00,,Clear,7000
21/06/2024,Lea Ramos,STN01,6:00,14:00,,Clear,8800
21/06/2024,Jose Tan,STN03,14:00,22:00,,Rain,7700
21/06/2024,Emily Brown,STN04,22:00,6:00,,Cloudy,7100
21/06/2024,Juan Dela Cruz,STN05,6:00,14:00,,Rain,11500
